ref;traduction;code;paragraphe;statut;raison
Jean 17:0;SKN;56-0115;40;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Romains 9:0;SKN;56-0122;37;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 8:0;SKN;56-0419;16;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 19:0;SKN;56-1004;61;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 1:0;SKN;56-1004;7;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 11:0;SKN;57-0925;7;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Ezechiel 9:0;SKN;57-0925;40;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 28:0;SKN;57-0925;129;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 2:0;SKN;58-0316A;79;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 2:0;SKN;58-0927;133;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Romains 8:0;SKN;58-0927;108;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;SKN;60-0724;2;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 2:0;SKN;60-1127M;23;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 2:0;SKN;61-0210;40;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 15:0;SKN;61-0210;201;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 2:0;SKN;61-0318;58;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 11:0;SKN;61-0318;38;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 12:0;SKN;61-0318;95;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 2:0;SKN;61-0319;89;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;61-0319;85;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 2:0;SKN;62-0624;11;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;63-0123;282;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 12:0;SKN;63-0628E;26;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Romains 8:0;SKN;63-0628E;58;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 2:0;SKN;63-0628M;231;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 19:0;SKN;63-0628M;77;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 1:0;SKN;63-1201M;95;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Romains 5:0;SKN;63-1201M;120;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 2:0;SKN;64-0629;176;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 2:0;SKN;64-0629;199;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 4:0;SKN;64-0629;200;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 1:0;SKN;64-0629;69;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 18:0;SKN;64-0629;146;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 1:0;SKN;64-0629;145;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 3:0;SKN;64-0629;25;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 2:0;SKN;65-0123;81;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 17:0;SKN;65-0123;187;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 13:0;SKN;65-0123;153;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 2:0;VGR;54-0514;257;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Ezechiel 9:0;VGR;54-0514;164;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 10:0;VGR;54-0514;151;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 11:0;VGR;56-0115;33;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 17:0;VGR;56-0115;111;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 1:0;VGR;56-0122;169;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Romains 9:0;VGR;56-0122;92;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Ezechiel 9:0;VGR;57-0925;40;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 28:0;VGR;57-0925;129;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 2:0;VGR;58-0927;187;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 2:0;VGR;58-0927;188;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Romains 8:0;VGR;58-0927;108;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;VGR;59-0418;167;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Deuteronome 1:0;VGR;59-1223;175;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 2:0;VGR;60-1205;149;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 2:0;VGR;61-0319;91;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 2:0;VGR;61-0319;92;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 1:0;VGR;61-0723E;8;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 2:0;VGR;61-0808;181;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 7:0;VGR;61-0808;182;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;63-0123;282;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 10:0;VGR;63-0320;197;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 4:0;VGR;63-0320;242;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 1:0;VGR;63-0320;98;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;63-0320;162;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;63-0320;242;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 14:0;VGR;63-0320;305;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 16:0;VGR;63-0324M;367;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 3:0;VGR;63-0324M;330;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;63-0324M;329;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 5:0;VGR;63-0324M;142;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 24:0;VGR;63-0324M;69;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 2:0;VGR;63-0608;327;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 4:0;VGR;63-0608;319;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 2:0;VGR;63-0628M;231;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 19:0;VGR;63-0628M;77;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 17:0;VGR;63-0707;55;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 10:0;VGR;63-0707;248;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 1:0;VGR;63-0707;232;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;63-0707;275;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 17:0;VGR;63-0707M;55;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 10:0;VGR;63-0707M;248;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 1:0;VGR;63-0707M;232;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;63-0707M;275;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;VGR;63-0825E;106;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;VGR;63-0825E;153;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 1:0;VGR;63-1201M;95;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Romains 5:0;VGR;63-1201M;120;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 2:0;VGR;64-0629;176;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 2:0;VGR;64-0629;199;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 4:0;VGR;64-0629;200;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 1:0;VGR;64-0629;69;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 18:0;VGR;64-0629;146;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 1:0;VGR;64-0629;145;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 3:0;VGR;64-0629;25;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 2:0;VGR;64-1205;174;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 22:0;VGR;64-1205;74;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 2:0;VGR;65-0123;82;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 17:0;VGR;65-0123;189;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 13:0;VGR;65-0123;154;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 3:0;SKN;53-1129A;25;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 6:0;SKN;59-1220E;36;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 19:0;SKN;61-0112;301;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 28:0;SKN;61-0112;98;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Luc 3:0;SKN;61-0112;383;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;61-0112;415;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 19:0;SKN;61-0128;45;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;62-0728;59;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 3:0;SKN;65-0124;88;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;65-0124;88;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;65-0124;90;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;65-0124;144;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 6:0;VGR;59-1220E;36;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 19:0;VGR;61-0112;301;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 13:0;VGR;61-0112;452;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Luc 3:0;VGR;61-0112;383;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 10:0;SKN;65-1126;294;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 1:0;SKN;65-1126;136;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;65-1126;311;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 1:0;VGR;65-1126;136;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;65-1126;311;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 38:0;VGR;57-1002;354;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 27:0;VGR;57-1002;418;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 72:0;SKN;52-0810A;24;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 17:0;SKN;60-1204M;213;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;60-1204M;150;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Zacharie 12:0;SKN;60-1204M;320;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 1:0;VGR;60-1204M;26;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 4:0;VGR;60-1204M;26;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 17:0;VGR;60-1204M;207;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;59-0628M;81;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 17:0;SKN;60-1207;116;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 1:0;SKN;60-1207;89;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 19:0;SKN;61-0108;169;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 22:0;SKN;61-0108;200;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 17:0;SKN;61-0108;281;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;SKN;61-0119M;38;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Colossiens 3:0;SKN;61-0425B;300;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 3:0;SKN;61-0425B;180;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 6:0;SKN;61-0425B;128;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;SKN;61-0425B;130;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;SKN;61-0425B;180;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;61-0425B;231;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 28:0;SKN;61-0425B;175;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 2:0;SKN;61-1015M;198;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 15:0;SKN;62-0610M;73;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;62-0714;55;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 22:0;SKN;62-1123;53;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 22:0;SKN;63-1124E;109;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 11:0;SKN;63-1127;128;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 3:0;SKN;63-1127;16;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-0427;76;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-0427;78;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 4:0;SKN;64-0427;25;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 11:0;SKN;64-0427;22;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;64-0427;18;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;64-0427;31;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 10:0;SKN;65-0219;165;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 61:0;SKN;65-0219;43;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 61:0;SKN;65-0219;44;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 23:0;SKN;65-0219;189;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 16:0;SKN;65-0219;34;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;65-0219;152;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 24:0;SKN;65-0219;132;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 53:0;SKN;65-0221M;99;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 3:0;SKN;65-0221M;70;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Job 14:0;SKN;65-0221M;153;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Luc 17:0;SKN;65-0221M;35;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;65-0711;84;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;VGR;59-0628M;81;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 35:0;VGR;60-0626;244;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 17:0;VGR;60-1207;112;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 1:0;VGR;60-1207;85;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 20:0;VGR;60-1225;130;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;VGR;61-0108;338;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 17:0;VGR;61-0108;275;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;VGR;61-0119M;42;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Colossiens 3:0;VGR;61-0425B;301;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 3:0;VGR;61-0425B;180;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 6:0;VGR;61-0425B;128;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;VGR;61-0425B;130;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;VGR;61-0425B;180;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;VGR;61-0425B;232;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 28:0;VGR;61-0425B;175;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 5:0;VGR;61-0611;125;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 28:0;VGR;61-0611;77;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 22:0;VGR;61-1119;320;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 21:0;VGR;62-0318M;73;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 3:0;VGR;62-0318M;161;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Joel 2:0;VGR;62-0318M;292;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 3:0;VGR;62-0318M;432;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;62-0318M;430;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;62-0318M;439;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 24:0;VGR;62-0318M;85;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 11:0;VGR;62-1014M;104;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 18:0;VGR;62-1111E;194;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 3:0;VGR;63-0318;209;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
