ref;occurrences;fichier
Romains 11:22;3;45-romains.md
Romains 11:23;3;45-romains.md
Romains 11:24;3;45-romains.md
Romains 11:25;5;45-romains.md
Romains 11:26;3;45-romains.md
Romains 11:27;1;45-romains.md
Romains 11:29;2;45-romains.md
Romains 16:25;2;45-romains.md
Romains 2:22;2;45-romains.md
Romains 2:29;2;45-romains.md
Romains 3:4;2;45-romains.md
Romains 4:1;1;45-romains.md
Romains 4:11;3;45-romains.md
Romains 4:13;1;45-romains.md
Romains 4:14;2;45-romains.md
Romains 4:15;2;45-romains.md
Romains 4:16;4;45-romains.md
Romains 4:17;8;45-romains.md
Romains 4:18;7;45-romains.md
Romains 4:19;4;45-romains.md
Romains 4:20;9;45-romains.md
Romains 4:21;1;45-romains.md
Romains 4:24;1;45-romains.md
Romains 4:25;1;45-romains.md
Romains 4:3;8;45-romains.md
Romains 4:5;2;45-romains.md
Romains 4:6;1;45-romains.md
Romains 4:8;3;45-romains.md
Romains 4:9;3;45-romains.md
Romains 5:1;80;45-romains.md
Romains 5:24;1;45-romains.md
Romains 7:1;2;45-romains.md
Romains 7:14;2;45-romains.md
Romains 7:15;2;45-romains.md
Romains 7:16;2;45-romains.md
Romains 7:17;2;45-romains.md
Romains 7:18;2;45-romains.md
Romains 7:2;3;45-romains.md
Romains 7:21;2;45-romains.md
Romains 7:22;2;45-romains.md
Romains 7:25;4;45-romains.md
Romains 7:3;3;45-romains.md
Romains 7:4;2;45-romains.md
Romains 7:5;2;45-romains.md
Romains 7:6;2;45-romains.md
Romains 8:1;45;45-romains.md
Romains 8:11;94;45-romains.md
Romains 8:14;1;45-romains.md
Romains 8:15;2;45-romains.md
Romains 8:22;65;45-romains.md
Romains 8:28;6;45-romains.md
Romains 8:29;4;45-romains.md
Romains 8:3;4;45-romains.md
Romains 8:30;4;45-romains.md
Romains 8:31;2;45-romains.md
Romains 8:32;3;45-romains.md
Romains 8:33;2;45-romains.md
Romains 8:34;2;45-romains.md
Romains 8:36;1;45-romains.md
Romains 8:5;1;45-romains.md
Romains 9:1;1;45-romains.md
Romains 9:10;1;45-romains.md
Romains 9:11;6;45-romains.md
Romains 9:13;4;45-romains.md
Romains 9:14;2;45-romains.md
Romains 9:15;3;45-romains.md
Romains 9:17;3;45-romains.md
Romains 9:19;2;45-romains.md
Romains 9:21;2;45-romains.md
Romains 9:22;3;45-romains.md
Romains 9:23;1;45-romains.md
Romains 9:24;1;45-romains.md
Romains 9:26;1;45-romains.md
Romains 9:27;1;45-romains.md
Romains 9:29;1;45-romains.md
Romains 9:3;2;45-romains.md
Romains 9:30;1;45-romains.md
Romains 9:31;1;45-romains.md
Romains 9:33;2;45-romains.md
Romains 9:4;1;45-romains.md
Romains 9:5;1;45-romains.md
Romains 9:7;1;45-romains.md
Romains 9:9;1;45-romains.md
Tite 3:5;2;56-tite.md
Zacharie 11:12;75;38-zacharie.md
Zacharie 12:10;5;38-zacharie.md
Zacharie 12:11;2;38-zacharie.md
Zacharie 12:12;2;38-zacharie.md
Zacharie 12:5;2;38-zacharie.md
Zacharie 12:7;4;38-zacharie.md
Zacharie 12:8;4;38-zacharie.md
Zacharie 12:9;2;38-zacharie.md
Zacharie 13:1;2;38-zacharie.md
Zacharie 13:7;4;38-zacharie.md
Zacharie 14:10;2;38-zacharie.md
Zacharie 14:12;1;38-zacharie.md
Zacharie 14:13;2;38-zacharie.md
Zacharie 14:14;2;38-zacharie.md
Zacharie 14:16;3;38-zacharie.md
Zacharie 14:17;3;38-zacharie.md
Zacharie 14:18;2;38-zacharie.md
Zacharie 14:2;2;38-zacharie.md
Zacharie 14:20;1;38-zacharie.md
Zacharie 14:21;2;38-zacharie.md
Zacharie 14:4;2;38-zacharie.md
Zacharie 14:5;2;38-zacharie.md
Zacharie 14:6;66;38-zacharie.md
Zacharie 14:7;75;38-zacharie.md
Zacharie 14:8;2;38-zacharie.md
Zacharie 14:9;2;38-zacharie.md
Zacharie 3:8;4;38-zacharie.md
Zacharie 3:9;2;38-zacharie.md
Zacharie 4:1;2;38-zacharie.md
Zacharie 4:10;2;38-zacharie.md
Zacharie 4:104;1;38-zacharie.md
Zacharie 4:12;4;38-zacharie.md
Zacharie 4:121;1;38-zacharie.md
Zacharie 4:13;1;38-zacharie.md
Zacharie 4:14;1;38-zacharie.md
Zacharie 4:2;1;38-zacharie.md
Zacharie 4:3;4;38-zacharie.md
Zacharie 4:6;2;38-zacharie.md
Zacharie 9:10;2;38-zacharie.md
Zacharie 9:13;1;38-zacharie.md
Zacharie 9:5;1;38-zacharie.md
Zacharie 9:9;2;38-zacharie.md
actes 10:44;18;44-actes.md
actes 10:46;1;44-actes.md
actes 10:48;16;44-actes.md
actes 19:4;1;44-actes.md
actes 2:38;11;44-actes.md
apocalypse 10:7;1;66-apocalypse.md
apocalypse 15:1;1;66-apocalypse.md
apocalypse 20:12;1;66-apocalypse.md
apocalypse 20:5;1;66-apocalypse.md
apocalypse 2:1;1;66-apocalypse.md
colossiens 1:25;1;51-colossiens.md
colossiens 3:11;2;51-colossiens.md
deuteronome 18:15;1;05-deuteronome.md
ephesiens 4:30;1;49-ephesiens.md
esaie 54:1;2;23-esaie.md
exode 13:21;1;02-exode.md
genese 44:10;1;01-genese.md
genese 44:8;1;01-genese.md
hebreux 10:12;1;58-hebreux.md
hebreux 10:26;1;58-hebreux.md
jean 16:7;1;43-jean.md
job 7:16;1;18-job.md
job 7:17;2;18-job.md
job 7:20;1;18-job.md
job 7:4;2;18-job.md
joel 2:11;1;29-joel.md
joel 2:26;1;29-joel.md
matthieu 28:20;1;40-matthieu.md
matthieu 28:7;1;40-matthieu.md
psaumes 103:22;1;19-psaumes.md
psaumes 8:4;1;19-psaumes.md
psaumes 99:4;1;19-psaumes.md
romains 5:11;1;45-romains.md
zacharie 4:10;1;38-zacharie.md
zacharie 4:12;1;38-zacharie.md
